latitude,longitude,gs,TrueTrack,date,time
35.294277,136.226501,14.1,272,2024-07-27,10:12:06
35.294277,136.226425,14.1,272,2024-07-27,10:12:07
35.294281,136.226349,14.1,272,2024-07-27,10:12:08
35.294285,136.226257,14.4,271,2024-07-27,10:12:09
35.294285,136.226181,13.8,272,2024-07-27,10:12:10
35.294292,136.226105,13.2,273,2024-07-27,10:12:11
35.294296,136.226028,13.2,273,2024-07-27,10:12:12
35.294300,136.225952,12.9,272,2024-07-27,10:12:13
35.294304,136.225876,12.6,271,2024-07-27,10:12:14
35.294308,136.225800,12.5,272,2024-07-27,10:12:15
35.294308,136.225739,12.6,270,2024-07-27,10:12:16
35.294308,136.225662,12.4,268,2024-07-27,10:12:17
35.294304,136.225601,12.3,268,2024-07-27,10:12:18
35.294296,136.225525,12.3,265,2024-07-27,10:12:19
35.294292,136.225464,12.1,263,2024-07-27,10:12:20
35.294285,136.225388,11.8,263,2024-07-27,10:12:21
35.294277,136.225327,11.6,262,2024-07-27,10:12:22
35.294266,136.225250,12.0,261,2024-07-27,10:12:23
35.294254,136.225189,12.5,259,2024-07-27,10:12:24
35.294243,136.225113,13.3,259,2024-07-27,10:12:25
35.294228,136.225037,13.3,258,2024-07-27,10:12:26
35.294212,136.224976,13.3,257,2024-07-27,10:12:27
35.294197,136.224884,14.3,255,2024-07-27,10:12:28
35.294182,136.224808,14.9,255,2024-07-27,10:12:29
35.294159,136.224731,15.1,254,2024-07-27,10:12:30
35.294140,136.224640,15.4,255,2024-07-27,10:12:31
35.294121,136.224564,15.3,255,2024-07-27,10:12:32
35.294106,136.224472,15.2,255,2024-07-27,10:12:33
35.294090,136.224396,15.2,256,2024-07-27,10:12:34
35.294071,136.224319,15.4,256,2024-07-27,10:12:35
35.294056,136.224228,15.4,255,2024-07-27,10:12:36
35.294037,136.224152,15.0,256,2024-07-27,10:12:37
35.294025,136.224060,14.7,258,2024-07-27,10:12:38
35.294014,136.223984,14.1,259,2024-07-27,10:12:39
35.294003,136.223907,13.7,260,2024-07-27,10:12:40
35.293995,136.223831,13.8,260,2024-07-27,10:12:41
35.293991,136.223770,12.9,260,2024-07-27,10:12:42
35.293983,136.223694,12.7,262,2024-07-27,10:12:43
35.293976,136.223618,13.1,262,2024-07-27,10:12:44
35.293968,136.223557,13.1,263,2024-07-27,10:12:45
35.293961,136.223480,13.4,262,2024-07-27,10:12:46
35.293953,136.223404,13.6,261,2024-07-27,10:12:47
35.293945,136.223312,14.1,260,2024-07-27,10:12:48
35.293934,136.223236,14.6,260,2024-07-27,10:12:49
35.293919,136.223160,14.9,258,2024-07-27,10:12:50
35.293903,136.223083,15.0,257,2024-07-27,10:12:51
35.293884,136.222992,15.3,255,2024-07-27,10:12:52
35.293865,136.222916,15.2,254,2024-07-27,10:12:53
35.293842,136.222824,15.0,252,2024-07-27,10:12:54
35.293819,136.222748,14.7,252,2024-07-27,10:12:55
35.293800,136.222672,14.3,252,2024-07-27,10:12:56
35.293785,136.222595,13.3,254,2024-07-27,10:12:57
35.293766,136.222519,13.0,253,2024-07-27,10:12:58
35.293751,136.222458,13.4,254,2024-07-27,10:12:59
35.293739,136.222382,13.1,257,2024-07-27,10:13:00
35.293720,136.222305,13.5,255,2024-07-27,10:13:01
35.293713,136.222229,13.1,258,2024-07-27,10:13:02
35.293697,136.222153,13.3,258,2024-07-27,10:13:03
35.293686,136.222076,13.4,258,2024-07-27,10:13:04
35.293678,136.222015,13.1,259,2024-07-27,10:13:05
35.293667,136.221939,12.9,260,2024-07-27,10:13:06
35.293659,136.221878,12.6,262,2024-07-27,10:13:07
35.293659,136.221802,12.3,263,2024-07-27,10:13:08
35.293648,136.221741,12.0,264,2024-07-27,10:13:09
35.293644,136.221664,11.2,265,2024-07-27,10:13:10
35.293644,136.221603,11.2,268,2024-07-27,10:13:11
35.293648,136.221558,10.9,269,2024-07-27,10:13:12
35.293648,136.221497,11.3,271,2024-07-27,10:13:13
35.293648,136.221420,11.3,271,2024-07-27,10:13:14
35.293652,136.221359,11.6,271,2024-07-27,10:13:15
35.293652,136.221298,12.0,271,2024-07-27,10:13:16
35.293652,136.221222,12.3,270,2024-07-27,10:13:17
35.293648,136.221161,11.9,270,2024-07-27,10:13:18
35.293648,136.221100,11.8,271,2024-07-27,10:13:19
35.293648,136.221024,11.8,269,2024-07-27,10:13:20
35.293648,136.220947,11.7,268,2024-07-27,10:13:21
35.293648,136.220886,12.0,266,2024-07-27,10:13:22
35.293640,136.220825,12.3,265,2024-07-27,10:13:23
35.293636,136.220764,12.3,262,2024-07-27,10:13:24
35.293629,136.220688,12.6,263,2024-07-27,10:13:25
35.293629,136.220627,12.4,266,2024-07-27,10:13:26
35.293625,136.220551,12.7,264,2024-07-27,10:13:27
35.293621,136.220474,13.0,263,2024-07-27,10:13:28
35.293613,136.220398,13.2,262,2024-07-27,10:13:29
35.293606,136.220322,13.2,263,2024-07-27,10:13:30
35.293598,136.220261,13.5,263,2024-07-27,10:13:31
35.293591,136.220169,13.9,262,2024-07-27,10:13:32
35.293583,136.220093,13.9,262,2024-07-27,10:13:33
35.293579,136.220016,13.8,264,2024-07-27,10:13:34
35.293571,136.219940,14.3,262,2024-07-27,10:13:35
35.293560,136.219849,14.3,262,2024-07-27,10:13:36
35.293552,136.219772,14.0,262,2024-07-27,10:13:37
35.293545,136.219696,13.6,263,2024-07-27,10:13:38
35.293541,136.219620,13.1,264,2024-07-27,10:13:39
35.293537,136.219559,12.4,267,2024-07-27,10:13:40
35.293537,136.219482,11.9,268,2024-07-27,10:13:41
35.293537,136.219421,11.6,272,2024-07-27,10:13:42
35.293541,136.219360,11.8,275,2024-07-27,10:13:43
35.293545,136.219284,11.5,276,2024-07-27,10:13:44
35.293552,136.219208,10.8,277,2024-07-27,10:13:45
35.293560,136.219162,10.7,279,2024-07-27,10:13:46
35.293564,136.219101,10.5,281,2024-07-27,10:13:47
35.293571,136.219040,10.5,282,2024-07-27,10:13:48
35.293579,136.218964,10.2,281,2024-07-27,10:13:49
35.293591,136.218903,10.5,281,2024-07-27,10:13:50
35.293602,136.218857,10.7,281,2024-07-27,10:13:51
35.293613,136.218796,10.3,280,2024-07-27,10:13:52
35.293625,136.218735,10.3,280,2024-07-27,10:13:53
35.293636,136.218674,10.4,279,2024-07-27,10:13:54
35.293640,136.218628,10.6,278,2024-07-27,10:13:55
35.293648,136.218567,10.4,277,2024-07-27,10:13:56
35.293659,136.218506,10.5,277,2024-07-27,10:13:57
35.293667,136.218460,10.6,274,2024-07-27,10:13:58
35.293671,136.218399,11.1,272,2024-07-27,10:13:59
35.293671,136.218323,11.5,268,2024-07-27,10:14:00
35.293667,136.218262,12.3,264,2024-07-27,10:14:01
35.293659,136.218201,13.0,263,2024-07-27,10:14:02
35.293659,136.218124,12.5,263,2024-07-27,10:14:03
35.293652,136.218063,12.2,262,2024-07-27,10:14:04
35.293644,136.218002,12.6,261,2024-07-27,10:14:05
35.293640,136.217926,13.0,260,2024-07-27,10:14:06
35.293629,136.217850,13.7,260,2024-07-27,10:14:07
35.293621,136.217773,13.9,260,2024-07-27,10:14:08
35.293610,136.217697,13.7,260,2024-07-27,10:14:09
35.293598,136.217606,13.3,259,2024-07-27,10:14:10
35.293587,136.217529,12.8,259,2024-07-27,10:14:11
35.293571,136.217453,12.6,257,2024-07-27,10:14:12
35.293560,136.217377,13.0,255,2024-07-27,10:14:13
35.293541,136.217316,12.6,254,2024-07-27,10:14:14
35.293526,136.217255,12.3,253,2024-07-27,10:14:15
35.293510,136.217178,12.3,252,2024-07-27,10:14:16
35.293499,136.217117,12.3,254,2024-07-27,10:14:17
35.293480,136.217056,12.9,256,2024-07-27,10:14:18
35.293461,136.216980,13.2,258,2024-07-27,10:14:19
35.293453,136.216888,13.4,258,2024-07-27,10:14:20
35.293442,136.216827,12.7,260,2024-07-27,10:14:21
35.293430,136.216766,12.4,260,2024-07-27,10:14:22
35.293423,136.216705,12.4,261,2024-07-27,10:14:23
35.293411,136.216629,12.6,262,2024-07-27,10:14:24
35.293404,136.216568,12.9,262,2024-07-27,10:14:25
35.293396,136.216492,13.0,260,2024-07-27,10:14:26
35.293385,136.216415,12.6,261,2024-07-27,10:14:27
35.293381,136.216339,12.1,259,2024-07-27,10:14:28
35.293365,136.216263,12.5,258,2024-07-27,10:14:29
35.293362,136.216202,12.2,259,2024-07-27,10:14:30
35.293346,136.216141,12.1,258,2024-07-27,10:14:31
35.293335,136.216080,12.0,259,2024-07-27,10:14:32
35.293320,136.216019,12.1,259,2024-07-27,10:14:33
35.293312,136.215942,12.8,257,2024-07-27,10:14:34
35.293301,136.215866,12.8,257,2024-07-27,10:14:35
35.293285,136.215790,12.8,257,2024-07-27,10:14:36
35.293274,136.215714,12.4,258,2024-07-27,10:14:37
35.293262,136.215652,12.5,257,2024-07-27,10:14:38
35.293247,136.215591,12.5,257,2024-07-27,10:14:39
35.293236,136.215515,12.8,256,2024-07-27,10:14:40
35.293221,136.215454,12.3,256,2024-07-27,10:14:41
35.293209,136.215378,12.6,258,2024-07-27,10:14:42
35.293198,136.215302,12.4,255,2024-07-27,10:14:43
35.293182,136.215240,12.1,256,2024-07-27,10:14:44
35.293167,136.215164,12.0,257,2024-07-27,10:14:45
35.293159,136.215103,10.9,259,2024-07-27,10:14:46
35.293152,136.215057,11.0,261,2024-07-27,10:14:47
35.293144,136.214996,10.5,264,2024-07-27,10:14:48
35.293144,136.214920,10.0,268,2024-07-27,10:14:49
35.293140,136.214874,9.4,267,2024-07-27,10:14:50
35.293140,136.214828,8.7,270,2024-07-27,10:14:51
35.293140,136.214767,8.4,276,2024-07-27,10:14:52
35.293144,136.214737,8.8,274,2024-07-27,10:14:53
35.293152,136.214676,8.5,272,2024-07-27,10:14:54
35.293152,136.214630,8.5,274,2024-07-27,10:14:55
35.293156,136.214584,9.0,274,2024-07-27,10:14:56
35.293156,136.214539,9.3,271,2024-07-27,10:14:57
35.293152,136.214478,9.6,267,2024-07-27,10:14:58
35.293148,136.214432,9.4,265,2024-07-27,10:14:59
35.293144,136.214371,9.4,264,2024-07-27,10:15:00
35.293137,136.214310,9.7,261,2024-07-27,10:15:01
35.293129,136.214264,9.2,259,2024-07-27,10:15:02
35.293121,136.214218,9.4,255,2024-07-27,10:15:03
35.293110,136.214172,9.5,254,2024-07-27,10:15:04
35.293098,136.214111,9.1,254,2024-07-27,10:15:05
35.293083,136.214066,9.6,252,2024-07-27,10:15:06
35.293072,136.214005,9.9,249,2024-07-27,10:15:07
35.293056,136.213959,10.1,247,2024-07-27,10:15:08
35.293034,136.213898,10.1,246,2024-07-27,10:15:09
35.293011,136.213852,10.1,246,2024-07-27,10:15:10
35.292999,136.213791,9.4,254,2024-07-27,10:15:11
35.292988,136.213745,9.4,260,2024-07-27,10:15:12
35.292980,136.213699,9.4,264,2024-07-27,10:15:13
35.292973,136.213638,9.7,265,2024-07-27,10:15:14
35.292965,136.213577,9.2,270,2024-07-27,10:15:15
35.292965,136.213531,9.0,266,2024-07-27,10:15:16
35.292965,136.213486,9.9,269,2024-07-27,10:15:17
35.292965,136.213409,10.4,276,2024-07-27,10:15:18
35.292973,136.213364,10.4,275,2024-07-27,10:15:19
35.292980,136.213303,9.9,276,2024-07-27,10:15:20
35.292984,136.213242,10.4,278,2024-07-27,10:15:21
35.292995,136.213165,10.4,284,2024-07-27,10:15:22
35.293011,136.213120,10.2,291,2024-07-27,10:15:23
35.293034,136.213074,9.9,298,2024-07-27,10:15:24
35.293060,136.213013,9.8,306,2024-07-27,10:15:25
35.293087,136.212982,10.3,310,2024-07-27,10:15:26
35.293121,136.212921,11.3,316,2024-07-27,10:15:27
35.293163,136.212891,12.2,326,2024-07-27,10:15:28
35.293217,136.212860,12.1,334,2024-07-27,10:15:29
35.293278,136.212845,13.1,344,2024-07-27,10:15:30
35.293343,136.212830,13.7,348,2024-07-27,10:15:31
35.293407,136.212814,14.1,347,2024-07-27,10:15:32
35.293476,136.212784,14.2,345,2024-07-27,10:15:33
35.293541,136.212769,13.8,344,2024-07-27,10:15:34
35.293606,136.212738,13.3,341,2024-07-27,10:15:35
35.293667,136.212708,13.3,334,2024-07-27,10:15:36
35.293720,136.212677,13.8,328,2024-07-27,10:15:37
35.293777,136.212631,13.5,321,2024-07-27,10:15:38
35.293827,136.212570,13.7,317,2024-07-27,10:15:39
35.293877,136.212524,13.8,317,2024-07-27,10:15:40
35.293922,136.212463,14.1,317,2024-07-27,10:15:41
35.293976,136.212418,14.1,320,2024-07-27,10:15:42
35.294029,136.212372,14.1,323,2024-07-27,10:15:43
35.294083,136.212311,14.2,327,2024-07-27,10:15:44
35.294140,136.212280,13.4,330,2024-07-27,10:15:45
35.294197,136.212234,12.6,333,2024-07-27,10:15:46
35.294243,136.212204,11.5,335,2024-07-27,10:15:47
35.294292,136.212189,10.7,339,2024-07-27,10:15:48
35.294338,136.212173,9.9,341,2024-07-27,10:15:49
35.294380,136.212143,9.7,344,2024-07-27,10:15:50
35.294422,136.212128,9.9,347,2024-07-27,10:15:51
35.294468,136.212128,9.6,350,2024-07-27,10:15:52
35.294514,136.212128,9.2,355,2024-07-27,10:15:53
35.294556,136.212128,9.1,1,2024-07-27,10:15:54
35.294598,136.212128,8.7,1,2024-07-27,10:15:55
35.294643,136.212128,9.1,357,2024-07-27,10:15:56
35.294685,136.212128,9.8,356,2024-07-27,10:15:57
35.294735,136.212128,10.1,356,2024-07-27,10:15:58
35.294785,136.212112,9.5,354,2024-07-27,10:15:59
35.294827,136.212112,8.8,355,2024-07-27,10:16:00
35.294868,136.212097,8.0,356,2024-07-27,10:16:01
35.294899,136.212097,6.0,357,2024-07-27,10:16:02
35.294922,136.212097,4.5,355,2024-07-27,10:16:03
35.294941,136.212097,4.5,354,2024-07-27,10:16:04
35.294956,136.212097,5.0,3,2024-07-27,10:16:05
35.294983,136.212112,6.6,2,2024-07-27,10:16:06
35.295010,136.212112,6.8,13,2024-07-27,10:16:07
35.295044,136.212128,7.0,18,2024-07-27,10:16:08
35.295071,136.212128,6.9,19,2024-07-27,10:16:09
35.295105,136.212143,6.5,18,2024-07-27,10:16:10
35.295135,136.212158,7.4,18,2024-07-27,10:16:11
35.295170,136.212173,8.9,20,2024-07-27,10:16:12
35.295208,136.212204,9.4,22,2024-07-27,10:16:13
35.295258,136.212204,10.5,19,2024-07-27,10:16:14
35.295307,136.212234,10.7,14,2024-07-27,10:16:15
35.295357,136.212250,11.5,11,2024-07-27,10:16:16
35.295410,136.212265,11.9,8,2024-07-27,10:16:17
35.295467,136.212265,10.9,4,2024-07-27,10:16:18
35.295513,136.212280,10.3,0,2024-07-27,10:16:19
35.295563,136.212280,9.8,359,2024-07-27,10:16:20
35.295605,136.212265,10.0,358,2024-07-27,10:16:21
35.295658,136.212265,10.8,357,2024-07-27,10:16:22
35.295708,136.212265,12.1,358,2024-07-27,10:16:23
35.295765,136.212265,11.9,1,2024-07-27,10:16:24
35.295818,136.212265,11.3,1,2024-07-27,10:16:25
35.295868,136.212265,10.8,1,2024-07-27,10:16:26
35.295921,136.212265,10.3,2,2024-07-27,10:16:27
35.295959,136.212250,8.9,359,2024-07-27,10:16:28
35.295994,136.212250,7.9,2,2024-07-27,10:16:29
35.296028,136.212265,7.9,2,2024-07-27,10:16:30
35.296066,136.212265,8.4,5,2024-07-27,10:16:31
35.296108,136.212265,9.0,9,2024-07-27,10:16:32
35.296150,136.212280,10.1,11,2024-07-27,10:16:33
35.296196,136.212296,9.6,13,2024-07-27,10:16:34
35.296238,136.212296,8.7,12,2024-07-27,10:16:35
35.296276,136.212311,8.8,14,2024-07-27,10:16:36
35.296314,136.212326,9.1,15,2024-07-27,10:16:37
35.296352,136.212341,9.0,15,2024-07-27,10:16:38
35.296379,136.212372,8.0,17,2024-07-27,10:16:39
35.296421,136.212372,8.5,18,2024-07-27,10:16:40
35.296459,136.212372,9.2,20,2024-07-27,10:16:41
35.296501,136.212402,9.8,25,2024-07-27,10:16:42
35.296543,136.212433,10.5,26,2024-07-27,10:16:43
35.296597,136.212448,10.9,22,2024-07-27,10:16:44
35.296642,136.212479,11.2,17,2024-07-27,10:16:45
35.296700,136.212494,11.5,10,2024-07-27,10:16:46
35.296749,136.212509,11.0,3,2024-07-27,10:16:47
35.296799,136.212509,10.6,356,2024-07-27,10:16:48
35.296852,136.212494,10.7,349,2024-07-27,10:16:49
35.296898,136.212479,10.6,346,2024-07-27,10:16:50
35.296947,136.212463,11.1,347,2024-07-27,10:16:51
35.296997,136.212448,11.6,345,2024-07-27,10:16:52
35.297050,136.212433,11.1,345,2024-07-27,10:16:53
35.297096,136.212418,11.4,343,2024-07-27,10:16:54
35.297142,136.212387,10.5,339,2024-07-27,10:16:55
35.297184,136.212372,10.0,340,2024-07-27,10:16:56
35.297226,136.212357,10.4,338,2024-07-27,10:16:57
35.297272,136.212341,10.6,340,2024-07-27,10:16:58
35.297318,136.212311,11.3,339,2024-07-27,10:16:59
35.297371,136.212296,10.9,341,2024-07-27,10:17:00
35.297421,136.212265,10.7,340,2024-07-27,10:17:01
35.297466,136.212250,10.1,341,2024-07-27,10:17:02
35.297508,136.212219,9.7,338,2024-07-27,10:17:03
35.297550,136.212204,9.7,337,2024-07-27,10:17:04
35.297596,136.212189,10.0,340,2024-07-27,10:17:05
35.297642,136.212158,9.5,337,2024-07-27,10:17:06
35.297684,136.212143,8.9,339,2024-07-27,10:17:07
35.297726,136.212128,8.5,341,2024-07-27,10:17:08
35.297760,136.212112,8.1,341,2024-07-27,10:17:09
35.297794,136.212097,7.7,341,2024-07-27,10:17:10
35.297829,136.212082,7.4,342,2024-07-27,10:17:11
35.297859,136.212067,7.2,343,2024-07-27,10:17:12
35.297890,136.212051,7.2,344,2024-07-27,10:17:13
35.297924,136.212051,7.4,347,2024-07-27,10:17:14
35.297958,136.212051,8.2,349,2024-07-27,10:17:15
35.298000,136.212036,8.2,351,2024-07-27,10:17:16
35.298038,136.212021,8.3,354,2024-07-27,10:17:17
35.298077,136.212021,8.5,353,2024-07-27,10:17:18
35.298115,136.212006,8.9,352,2024-07-27,10:17:19
35.298157,136.211990,9.2,351,2024-07-27,10:17:20
35.298203,136.211975,9.4,350,2024-07-27,10:17:21
35.298244,136.211975,9.6,349,2024-07-27,10:17:22
35.298286,136.211975,10.0,348,2024-07-27,10:17:23
35.298332,136.211960,10.1,345,2024-07-27,10:17:24
35.298378,136.211929,10.1,345,2024-07-27,10:17:25
35.298424,136.211914,9.6,344,2024-07-27,10:17:26
35.298466,136.211899,9.5,342,2024-07-27,10:17:27
35.298508,136.211899,9.5,340,2024-07-27,10:17:28
35.298546,136.211868,8.9,340,2024-07-27,10:17:29
35.298588,136.211853,9.2,341,2024-07-27,10:17:30
35.298626,136.211823,8.9,343,2024-07-27,10:17:31
35.298664,136.211807,8.6,345,2024-07-27,10:17:32
35.298702,136.211807,8.6,347,2024-07-27,10:17:33
35.298740,136.211807,8.4,348,2024-07-27,10:17:34
35.298771,136.211792,8.1,349,2024-07-27,10:17:35
35.298805,136.211792,7.9,350,2024-07-27,10:17:36
35.298843,136.211777,7.8,352,2024-07-27,10:17:37
35.298878,136.211777,7.5,353,2024-07-27,10:17:38
35.298912,136.211777,6.3,355,2024-07-27,10:17:39
35.298943,136.211761,6.2,356,2024-07-27,10:17:40
35.298977,136.211761,7.1,3,2024-07-27,10:17:41
35.299007,136.211777,8.0,9,2024-07-27,10:17:42
35.299046,136.211792,8.3,16,2024-07-27,10:17:43
35.299080,136.211807,7.8,17,2024-07-27,10:17:44
35.299118,136.211807,8.2,18,2024-07-27,10:17:45
35.299152,136.211823,8.0,19,2024-07-27,10:17:46
35.299183,136.211838,7.4,24,2024-07-27,10:17:47
35.299210,136.211868,7.2,30,2024-07-27,10:17:48
35.299244,136.211899,8.6,31,2024-07-27,10:17:49
35.299294,136.211914,9.3,31,2024-07-27,10:17:50
35.299305,136.211960,8.9,35,2024-07-27,10:17:51
35.299316,136.211975,8.6,33,2024-07-27,10:17:52
35.299347,136.211990,7.6,29,2024-07-27,10:17:53
35.299385,136.212006,7.1,17,2024-07-27,10:17:54
35.299423,136.212021,6.2,2,2024-07-27,10:17:55
35.299446,136.212006,5.4,345,2024-07-27,10:17:56
35.299469,136.211990,5.0,319,2024-07-27,10:17:57
35.299492,136.211975,5.7,297,2024-07-27,10:17:58
35.299496,136.211945,5.4,281,2024-07-27,10:17:59
35.299492,136.211899,5.6,259,2024-07-27,10:18:00
35.299492,136.211884,4.9,252,2024-07-27,10:18:01
35.299480,136.211853,4.3,243,2024-07-27,10:18:02
35.299473,136.211823,4.4,253,2024-07-27,10:18:03
35.299465,136.211792,4.4,254,2024-07-27,10:18:04
35.299458,136.211761,4.1,261,2024-07-27,10:18:05
35.299454,136.211731,3.2,262,2024-07-27,10:18:06
35.299450,136.211731,3.0,272,2024-07-27,10:18:07
35.299442,136.211716,2.8,272,2024-07-27,10:18:08
35.299442,136.211700,2.4,272,2024-07-27,10:18:09
35.299446,136.211700,1.9,272,2024-07-27,10:18:10
35.299442,136.211685,1.6,272,2024-07-27,10:18:11
35.299442,136.211670,1.1,272,2024-07-27,10:18:12
35.299442,136.211670,1.0,272,2024-07-27,10:18:13
35.299442,136.211655,1.1,272,2024-07-27,10:18:14
35.299442,136.211655,1.0,272,2024-07-27,10:18:15
35.299442,136.211655,0.9,272,2024-07-27,10:18:16
35.299438,136.211655,0.9,272,2024-07-27,10:18:17
35.299438,136.211655,1.0,272,2024-07-27,10:18:18
35.299438,136.211655,0.8,272,2024-07-27,10:18:19
35.299438,136.211655,0.7,272,2024-07-27,10:18:20
35.299438,136.211655,0.7,272,2024-07-27,10:18:21
35.299438,136.211639,0.8,272,2024-07-27,10:18:22
35.299438,136.211639,0.7,272,2024-07-27,10:18:23
35.299435,136.211639,0.7,272,2024-07-27,10:18:24
35.299435,136.211639,0.5,272,2024-07-27,10:18:25
35.299435,136.211624,0.3,272,2024-07-27,10:18:26
35.299435,136.211624,0.4,272,2024-07-27,10:18:27
35.299435,136.211624,0.3,272,2024-07-27,10:18:28
35.299435,136.211624,0.6,272,2024-07-27,10:18:29
35.299431,136.211624,0.6,272,2024-07-27,10:18:30
35.299431,136.211624,0.4,272,2024-07-27,10:18:31
35.299431,136.211624,0.4,272,2024-07-27,10:18:32
35.299431,136.211624,0.3,272,2024-07-27,10:18:33
35.299431,136.211624,0.5,272,2024-07-27,10:18:34
35.299431,136.211609,0.3,272,2024-07-27,10:18:35
35.299431,136.211609,0.2,272,2024-07-27,10:18:36
35.299431,136.211609,0.1,272,2024-07-27,10:18:37
35.299431,136.211609,0.3,272,2024-07-27,10:18:38
35.299427,136.211609,0.4,272,2024-07-27,10:18:39
35.299427,136.211609,0.9,272,2024-07-27,10:18:40
